worker_id,worker_name,worker_type,home_sigungu_code,sido_name,sigungu_name,status,availability_status,travel_distance_km,travel_time_hour,battery_percent,battery_context
DR77388,윤하은,드론요원,32010,강원특별자치도,춘천시,출동,이동 중,7.02,0.81,72.0,드론 배터리
PR76476,박민준,방제요원,32010,강원특별자치도,춘천시,복귀,복귀 중,31.58,5.72,74.0,현장 단말/장비 배터리
PR80597,장예준,방제요원,32010,강원특별자치도,춘천시,대기,즉시 가용,9.82,1.7,80.0,현장 단말/장비 배터리
PR50038,권채원,방제요원,32010,강원특별자치도,춘천시,대기,즉시 가용,24.35,2.7,82.0,현장 단말/장비 배터리
FR98039,박윤서,현장요원,32010,강원특별자치도,춘천시,복귀,복귀 중,3.37,0.37,92.0,현장 단말/장비 배터리
PR61445,정채원,방제요원,32010,강원특별자치도,춘천시,현장,업무 중,11.17,1.98,93.0,현장 단말/장비 배터리
PR66139,오현우,방제요원,32010,강원특별자치도,춘천시,출동,이동 중,8.43,1.11,100.0,현장 단말/장비 배터리
FR12048,서하은,현장요원,32020,강원특별자치도,원주시,출동,이동 중,43.98,4.75,87.0,현장 단말/장비 배터리
DR98716,신지호,드론요원,32020,강원특별자치도,원주시,현장,업무 중,44.92,5.53,50.0,드론 배터리
FR93863,조예준,현장요원,32020,강원특별자치도,원주시,출동,이동 중,13.55,1.97,30.0,현장 단말/장비 배터리
PR70845,오민서,방제요원,32020,강원특별자치도,원주시,대기,즉시 가용,38.52,6.39,35.0,현장 단말/장비 배터리
PR97836,강하은,방제요원,32020,강원특별자치도,원주시,현장,업무 중,46.13,4.86,46.0,현장 단말/장비 배터리
FR64555,박윤서,현장요원,32020,강원특별자치도,원주시,출동,이동 중,34.68,6.22,60.0,현장 단말/장비 배터리
PR29558,조서현,방제요원,32020,강원특별자치도,원주시,복귀,복귀 중,34.26,6.74,60.0,현장 단말/장비 배터리
PR10599,오수아,방제요원,32020,강원특별자치도,원주시,대기,즉시 가용,27.89,3.32,67.0,현장 단말/장비 배터리
DR19287,황서현,드론요원,32020,강원특별자치도,원주시,현장,업무 중,44.75,7.7,75.0,드론 배터리
PR42949,조수아,방제요원,32020,강원특별자치도,원주시,복귀,복귀 중,16.71,3.02,97.0,현장 단말/장비 배터리
FR75521,이하은,현장요원,32020,강원특별자치도,원주시,현장,업무 중,30.6,3.33,100.0,현장 단말/장비 배터리
DR16875,이서현,드론요원,32020,강원특별자치도,원주시,대기,즉시 가용,46.24,5.44,100.0,드론 배터리
PR23357,최건우,방제요원,32030,,,대기,즉시 가용,40.19,4.58,49.0,현장 단말/장비 배터리
DR33568,서준우,드론요원,32030,,,현장,업무 중,1.3,0.21,93.0,드론 배터리
PR46042,조하은,방제요원,32030,,,출동,이동 중,13.99,2.63,44.0,현장 단말/장비 배터리
PR53456,정도윤,방제요원,32030,,,출동,이동 중,6.13,1.19,49.0,현장 단말/장비 배터리
FR79443,최지호,현장요원,32030,,,출동,이동 중,49.16,6.98,47.0,현장 단말/장비 배터리
PR52762,한도현,방제요원,32030,,,출동,이동 중,15.9,2.02,48.0,현장 단말/장비 배터리
PR64000,임지아,방제요원,32030,,,현장,업무 중,44.14,6.53,93.0,현장 단말/장비 배터리
PR37215,최채원,방제요원,32030,,,대기,즉시 가용,22.6,3.31,46.0,현장 단말/장비 배터리
PR75028,신도현,방제요원,32030,,,현장,업무 중,1.47,0.25,49.0,현장 단말/장비 배터리
FR75803,오서현,현장요원,32030,,,대기,즉시 가용,33.67,3.54,28.0,현장 단말/장비 배터리
DR79393,이지아,드론요원,32030,,,출동,이동 중,17.87,2.83,29.0,드론 배터리
FR42540,윤현우,현장요원,32030,,,대기,즉시 가용,20.81,3.58,34.0,현장 단말/장비 배터리
FR67014,박서연,현장요원,32030,,,현장,업무 중,33.12,3.74,37.0,현장 단말/장비 배터리
PR56627,박민서,방제요원,32030,,,현장,업무 중,19.81,2.08,38.0,현장 단말/장비 배터리
FR70960,서도윤,현장요원,32030,,,현장,업무 중,43.3,7.68,39.0,현장 단말/장비 배터리
PR30369,정서현,방제요원,32030,,,복귀,복귀 중,5.28,0.77,40.0,현장 단말/장비 배터리
PR89076,강윤서,방제요원,32030,,,출동,이동 중,2.02,0.37,41.0,현장 단말/장비 배터리
DR57069,김도현,드론요원,32030,,,현장,업무 중,23.98,4.27,44.0,드론 배터리
FR15754,장도윤,현장요원,32030,,,복귀,복귀 중,46.06,8.0,66.0,현장 단말/장비 배터리
DR64949,서예준,드론요원,32030,,,출동,이동 중,9.97,1.88,67.0,드론 배터리
FR10835,윤예준,현장요원,32030,,,현장,업무 중,46.62,4.77,69.0,현장 단말/장비 배터리
PR63004,강민준,방제요원,32030,,,출동,이동 중,42.73,6.65,70.0,현장 단말/장비 배터리
PR35969,윤예준,방제요원,32030,,,대기,즉시 가용,41.18,5.65,80.0,현장 단말/장비 배터리
FR21128,오건우,현장요원,32030,,,복귀,복귀 중,29.04,4.37,81.0,현장 단말/장비 배터리
PR12857,장도윤,방제요원,32030,,,복귀,복귀 중,49.86,5.97,82.0,현장 단말/장비 배터리
FR10191,김현우,현장요원,32030,,,현장,업무 중,37.95,5.22,94.0,현장 단말/장비 배터리
FR58270,윤건우,현장요원,32030,,,출동,이동 중,29.58,4.42,98.0,현장 단말/장비 배터리
FR11044,박건우,현장요원,32030,,,현장,업무 중,18.45,2.38,100.0,현장 단말/장비 배터리
FR92927,김채원,현장요원,32040,강원특별자치도,동해시,현장,업무 중,30.26,4.14,49.0,현장 단말/장비 배터리
PR92081,서준우,방제요원,32040,강원특별자치도,동해시,출동,이동 중,31.72,4.92,56.0,현장 단말/장비 배터리
PR46659,오민서,방제요원,32040,강원특별자치도,동해시,대기,즉시 가용,8.84,1.74,68.0,현장 단말/장비 배터리
FR90148,정수아,현장요원,32040,강원특별자치도,동해시,대기,즉시 가용,14.74,2.93,80.0,현장 단말/장비 배터리
DR36728,한준우,드론요원,32040,강원특별자치도,동해시,복귀,복귀 중,29.08,5.26,96.0,드론 배터리
FR11296,김채원,현장요원,32050,,,출동,이동 중,3.69,0.38,92.0,현장 단말/장비 배터리
PR35929,김지호,방제요원,32050,,,출동,이동 중,14.21,1.73,33.0,현장 단말/장비 배터리
PR33401,한민서,방제요원,32050,,,대기,즉시 가용,9.8,1.15,33.0,현장 단말/장비 배터리
DR59666,김예준,드론요원,32050,,,출동,이동 중,32.74,6.17,43.0,드론 배터리
FR35480,임건우,현장요원,32050,,,대기,즉시 가용,31.57,6.04,46.0,현장 단말/장비 배터리
FR17044,장하은,현장요원,32060,,,현장,업무 중,4.62,0.88,43.0,현장 단말/장비 배터리
PR55780,강지호,방제요원,32060,,,출동,이동 중,47.1,6.98,68.0,현장 단말/장비 배터리
DR84752,신채원,드론요원,32060,,,출동,이동 중,19.46,1.97,100.0,드론 배터리
PR92345,장예준,방제요원,32070,,,현장,업무 중,4.86,0.79,50.0,현장 단말/장비 배터리
DR94109,박지호,드론요원,32070,,,현장,업무 중,31.97,6.3,45.0,드론 배터리
FR82384,임민준,현장요원,32070,,,복귀,복귀 중,20.4,2.5,62.0,현장 단말/장비 배터리
DR17936,오채원,드론요원,32070,,,복귀,복귀 중,19.91,2.37,46.0,드론 배터리
FR78937,권서현,현장요원,32070,,,복귀,복귀 중,45.52,4.62,49.0,현장 단말/장비 배터리
FR93066,신서현,현장요원,32070,,,현장,업무 중,35.19,3.87,50.0,현장 단말/장비 배터리
FR79621,정민서,현장요원,32070,,,출동,이동 중,20.6,3.46,46.0,현장 단말/장비 배터리
FR40771,이도윤,현장요원,32070,,,대기,즉시 가용,31.56,6.06,29.0,현장 단말/장비 배터리
PR93695,장도현,방제요원,32070,,,복귀,복귀 중,47.01,5.21,29.0,현장 단말/장비 배터리
FR13783,황서현,현장요원,32070,,,출동,이동 중,48.66,7.83,30.0,현장 단말/장비 배터리
PR89887,강도윤,방제요원,32070,,,복귀,복귀 중,43.54,7.05,30.0,현장 단말/장비 배터리
PR85965,권서연,방제요원,32070,,,현장,업무 중,18.24,2.06,37.0,현장 단말/장비 배터리
FR98389,박현우,현장요원,32070,,,복귀,복귀 중,42.97,5.93,40.0,현장 단말/장비 배터리
FR14852,정지아,현장요원,32070,,,대기,즉시 가용,6.31,1.24,42.0,현장 단말/장비 배터리
FR46208,정도윤,현장요원,32070,,,현장,업무 중,38.63,7.16,43.0,현장 단말/장비 배터리
PR73156,강준우,방제요원,32070,,,대기,즉시 가용,48.37,6.26,43.0,현장 단말/장비 배터리
PR98815,권윤서,방제요원,32070,,,현장,업무 중,27.33,2.93,44.0,현장 단말/장비 배터리
PR36318,신하은,방제요원,32070,,,현장,업무 중,6.61,1.02,46.0,현장 단말/장비 배터리
DR38477,이채원,드론요원,32070,,,대기,즉시 가용,22.17,4.32,46.0,드론 배터리
FR52516,김서연,현장요원,32070,,,복귀,복귀 중,39.81,5.15,47.0,현장 단말/장비 배터리
FR51704,신서연,현장요원,32070,,,복귀,복귀 중,37.24,6.35,48.0,현장 단말/장비 배터리
FR71894,신지아,현장요원,32070,,,출동,이동 중,12.19,1.89,49.0,현장 단말/장비 배터리
FR34727,권현우,현장요원,32070,,,출동,이동 중,49.04,6.08,49.0,현장 단말/장비 배터리
PR69878,신준우,방제요원,32070,,,복귀,복귀 중,42.27,5.07,49.0,현장 단말/장비 배터리
PR95841,정수아,방제요원,32070,,,현장,업무 중,4.95,0.74,52.0,현장 단말/장비 배터리
PR61717,오도윤,방제요원,32070,,,현장,업무 중,0.7,0.11,58.0,현장 단말/장비 배터리
PR89964,김현우,방제요원,32070,,,현장,업무 중,11.07,1.18,59.0,현장 단말/장비 배터리
PR28320,신서현,방제요원,32070,,,대기,즉시 가용,2.27,0.24,63.0,현장 단말/장비 배터리
DR84000,윤예준,드론요원,32070,,,출동,이동 중,10.26,1.88,70.0,드론 배터리
DR53064,조민서,드론요원,32070,,,대기,즉시 가용,38.72,6.93,76.0,드론 배터리
FR71537,정도윤,현장요원,32070,,,복귀,복귀 중,39.08,4.94,79.0,현장 단말/장비 배터리
PR40162,황윤서,방제요원,32070,,,출동,이동 중,30.35,4.1,81.0,현장 단말/장비 배터리
FR49132,김윤서,현장요원,32070,,,복귀,복귀 중,41.87,6.62,84.0,현장 단말/장비 배터리
PR70443,정민서,방제요원,32070,,,대기,즉시 가용,31.9,4.66,85.0,현장 단말/장비 배터리
PR80457,최민서,방제요원,32070,,,복귀,복귀 중,6.78,0.99,85.0,현장 단말/장비 배터리
PR28449,권도윤,방제요원,32070,,,복귀,복귀 중,37.71,4.62,86.0,현장 단말/장비 배터리
PR59986,최민서,방제요원,32070,,,현장,업무 중,28.6,4.5,89.0,현장 단말/장비 배터리
FR75323,최예준,현장요원,32070,,,현장,업무 중,46.63,6.02,90.0,현장 단말/장비 배터리
FR80592,정건우,현장요원,32070,,,복귀,복귀 중,24.22,3.23,97.0,현장 단말/장비 배터리
PR45976,김도현,방제요원,32070,,,대기,즉시 가용,0.4,0.07,99.0,현장 단말/장비 배터리
FR38893,조수아,현장요원,32510,강원특별자치도,홍천군,출동,이동 중,22.46,2.87,26.0,현장 단말/장비 배터리
DR51441,임건우,드론요원,32510,강원특별자치도,홍천군,복귀,복귀 중,46.45,8.0,49.0,드론 배터리
PR73653,강수아,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,24.07,4.49,46.0,현장 단말/장비 배터리
PR30289,신지아,방제요원,32510,강원특별자치도,홍천군,대기,즉시 가용,9.49,1.16,46.0,현장 단말/장비 배터리
PR19305,윤민준,방제요원,32510,강원특별자치도,홍천군,대기,즉시 가용,35.39,3.75,47.0,현장 단말/장비 배터리
PR65296,권예준,방제요원,32510,강원특별자치도,홍천군,복귀,복귀 중,9.17,1.34,48.0,현장 단말/장비 배터리
FR16006,조도윤,현장요원,32510,강원특별자치도,홍천군,출동,이동 중,33.06,5.86,48.0,현장 단말/장비 배터리
PR95477,최서연,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,49.96,8.0,49.0,현장 단말/장비 배터리
PR71993,황민서,방제요원,32510,강원특별자치도,홍천군,복귀,복귀 중,40.37,4.81,44.0,현장 단말/장비 배터리
FR46048,최민준,현장요원,32510,강원특별자치도,홍천군,대기,즉시 가용,12.24,1.39,49.0,현장 단말/장비 배터리
PR75612,김준우,방제요원,32510,강원특별자치도,홍천군,현장,업무 중,38.1,5.74,50.0,현장 단말/장비 배터리
FR46434,최도현,현장요원,32510,강원특별자치도,홍천군,현장,업무 중,22.67,4.16,44.0,현장 단말/장비 배터리
FR94012,최준우,현장요원,32510,강원특별자치도,홍천군,복귀,복귀 중,17.01,2.2,44.0,현장 단말/장비 배터리
PR54473,이도현,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,40.03,4.44,47.0,현장 단말/장비 배터리
PR77391,한도윤,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,11.9,1.99,49.0,현장 단말/장비 배터리
DR34356,이도윤,드론요원,32510,강원특별자치도,홍천군,복귀,복귀 중,3.43,0.37,30.0,드론 배터리
FR60019,박도현,현장요원,32510,강원특별자치도,홍천군,대기,즉시 가용,29.79,4.37,32.0,현장 단말/장비 배터리
FR22676,박도현,현장요원,32510,강원특별자치도,홍천군,대기,즉시 가용,17.95,2.41,33.0,현장 단말/장비 배터리
PR96474,정예준,방제요원,32510,강원특별자치도,홍천군,복귀,복귀 중,23.76,3.68,33.0,현장 단말/장비 배터리
PR12552,한지아,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,5.59,0.76,39.0,현장 단말/장비 배터리
FR46421,신현우,현장요원,32510,강원특별자치도,홍천군,대기,즉시 가용,7.77,1.52,43.0,현장 단말/장비 배터리
DR80468,최도윤,드론요원,32510,강원특별자치도,홍천군,대기,즉시 가용,10.66,1.35,44.0,드론 배터리
PR50857,조지호,방제요원,32510,강원특별자치도,홍천군,복귀,복귀 중,19.95,3.34,47.0,현장 단말/장비 배터리
DR97782,장지호,드론요원,32510,강원특별자치도,홍천군,출동,이동 중,35.81,4.44,50.0,드론 배터리
FR40021,한서연,현장요원,32510,강원특별자치도,홍천군,현장,업무 중,41.09,7.42,51.0,현장 단말/장비 배터리
DR85880,최민서,드론요원,32510,강원특별자치도,홍천군,현장,업무 중,29.73,4.81,53.0,드론 배터리
PR61173,서민준,방제요원,32510,강원특별자치도,홍천군,현장,업무 중,13.26,2.37,58.0,현장 단말/장비 배터리
PR84364,이민서,방제요원,32510,강원특별자치도,홍천군,대기,즉시 가용,47.35,5.14,62.0,현장 단말/장비 배터리
FR57447,신도현,현장요원,32510,강원특별자치도,홍천군,복귀,복귀 중,10.97,2.19,65.0,현장 단말/장비 배터리
PR16572,한서연,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,29.21,4.39,67.0,현장 단말/장비 배터리
FR28726,서건우,현장요원,32510,강원특별자치도,홍천군,현장,업무 중,13.24,1.65,71.0,현장 단말/장비 배터리
PR42493,권서현,방제요원,32510,강원특별자치도,홍천군,출동,이동 중,11.23,1.5,75.0,현장 단말/장비 배터리
FR13905,신서연,현장요원,32510,강원특별자치도,홍천군,대기,즉시 가용,4.68,0.58,77.0,현장 단말/장비 배터리
FR59615,권서현,현장요원,32510,강원특별자치도,홍천군,현장,업무 중,3.94,0.51,80.0,현장 단말/장비 배터리
FR31417,강민서,현장요원,32510,강원특별자치도,홍천군,출동,이동 중,23.11,2.93,81.0,현장 단말/장비 배터리
FR97841,오지호,현장요원,32510,강원특별자치도,홍천군,대기,즉시 가용,13.35,2.59,82.0,현장 단말/장비 배터리
FR84341,박지호,현장요원,32510,강원특별자치도,홍천군,복귀,복귀 중,43.82,5.76,83.0,현장 단말/장비 배터리
PR63883,오수아,방제요원,32510,강원특별자치도,홍천군,대기,즉시 가용,23.35,4.04,86.0,현장 단말/장비 배터리
FR24371,박서연,현장요원,32510,강원특별자치도,홍천군,복귀,복귀 중,7.64,0.89,87.0,현장 단말/장비 배터리
PR59009,조예준,방제요원,32510,강원특별자치도,홍천군,대기,즉시 가용,38.13,5.87,99.0,현장 단말/장비 배터리
FR88861,이민서,현장요원,32520,강원특별자치도,횡성군,현장,업무 중,10.94,1.67,87.0,현장 단말/장비 배터리
PR19661,강건우,방제요원,32520,강원특별자치도,횡성군,현장,업무 중,39.96,4.13,92.0,현장 단말/장비 배터리
FR74517,정지호,현장요원,32520,강원특별자치도,횡성군,대기,즉시 가용,27.11,3.19,44.0,현장 단말/장비 배터리
DR13373,조서현,드론요원,32520,강원특별자치도,횡성군,복귀,복귀 중,10.35,1.7,49.0,드론 배터리
PR89602,신하은,방제요원,32520,강원특별자치도,횡성군,현장,업무 중,44.49,5.15,73.0,현장 단말/장비 배터리
FR86888,김예준,현장요원,32520,강원특별자치도,횡성군,현장,업무 중,35.23,4.02,49.0,현장 단말/장비 배터리
PR19725,장서현,방제요원,32520,강원특별자치도,횡성군,대기,즉시 가용,17.09,3.23,64.0,현장 단말/장비 배터리
PR60585,김서연,방제요원,32520,강원특별자치도,횡성군,복귀,복귀 중,21.91,3.11,92.0,현장 단말/장비 배터리
FR56504,윤도현,현장요원,32520,강원특별자치도,횡성군,출동,이동 중,46.76,8.0,49.0,현장 단말/장비 배터리
DR62096,최윤서,드론요원,32520,강원특별자치도,횡성군,대기,즉시 가용,23.55,4.46,33.0,드론 배터리
FR96787,박채원,현장요원,32520,강원특별자치도,횡성군,현장,업무 중,19.78,2.18,38.0,현장 단말/장비 배터리
FR54663,조예준,현장요원,32520,강원특별자치도,횡성군,대기,즉시 가용,35.85,6.88,41.0,현장 단말/장비 배터리
PR28434,최지아,방제요원,32520,강원특별자치도,횡성군,현장,업무 중,16.56,1.78,44.0,현장 단말/장비 배터리
FR39260,강채원,현장요원,32520,강원특별자치도,횡성군,현장,업무 중,33.28,6.04,48.0,현장 단말/장비 배터리
PR97821,강도윤,방제요원,32520,강원특별자치도,횡성군,대기,즉시 가용,31.96,6.03,57.0,현장 단말/장비 배터리
DR58630,서하은,드론요원,32520,강원특별자치도,횡성군,대기,즉시 가용,44.27,6.06,57.0,드론 배터리
PR56036,황도현,방제요원,32520,강원특별자치도,횡성군,출동,이동 중,27.3,3.01,61.0,현장 단말/장비 배터리
PR41135,임윤서,방제요원,32520,강원특별자치도,횡성군,복귀,복귀 중,4.8,0.67,70.0,현장 단말/장비 배터리
DR70956,장건우,드론요원,32520,강원특별자치도,횡성군,대기,즉시 가용,13.17,2.42,72.0,드론 배터리
FR33292,임예준,현장요원,32520,강원특별자치도,횡성군,복귀,복귀 중,36.44,7.1,73.0,현장 단말/장비 배터리
PR88956,이하은,방제요원,32520,강원특별자치도,횡성군,출동,이동 중,15.91,2.88,78.0,현장 단말/장비 배터리
FR67261,정하은,현장요원,32520,강원특별자치도,횡성군,현장,업무 중,39.59,7.76,83.0,현장 단말/장비 배터리
PR57294,정서연,방제요원,32520,강원특별자치도,횡성군,복귀,복귀 중,0.19,0.02,84.0,현장 단말/장비 배터리
FR57026,윤현우,현장요원,32520,강원특별자치도,횡성군,현장,업무 중,45.7,4.7,89.0,현장 단말/장비 배터리
PR87860,박현우,방제요원,32520,강원특별자치도,횡성군,대기,즉시 가용,49.26,8.0,90.0,현장 단말/장비 배터리
PR63645,조지호,방제요원,32520,강원특별자치도,횡성군,현장,업무 중,34.86,6.0,93.0,현장 단말/장비 배터리
FR96096,최민서,현장요원,32520,강원특별자치도,횡성군,대기,즉시 가용,12.06,1.85,94.0,현장 단말/장비 배터리
PR42707,장지호,방제요원,32520,강원특별자치도,횡성군,대기,즉시 가용,34.66,4.68,100.0,현장 단말/장비 배터리
FR34430,서하은,현장요원,32530,,,출동,이동 중,32.02,4.59,93.0,현장 단말/장비 배터리
PR68947,임서연,방제요원,32530,,,복귀,복귀 중,13.14,2.45,50.0,현장 단말/장비 배터리
FR25084,임서연,현장요원,32530,,,출동,이동 중,1.13,0.15,92.0,현장 단말/장비 배터리
PR64477,신지아,방제요원,32530,,,대기,즉시 가용,35.51,5.13,92.0,현장 단말/장비 배터리
FR57945,최하은,현장요원,32530,,,복귀,복귀 중,16.3,2.38,33.0,현장 단말/장비 배터리
PR82053,권지아,방제요원,32530,,,현장,업무 중,25.54,4.02,34.0,현장 단말/장비 배터리
FR60965,권수아,현장요원,32530,,,대기,즉시 가용,0.22,0.03,35.0,현장 단말/장비 배터리
PR48284,김민서,방제요원,32530,,,출동,이동 중,1.63,0.2,36.0,현장 단말/장비 배터리
FR22795,오지아,현장요원,32530,,,대기,즉시 가용,21.91,3.72,40.0,현장 단말/장비 배터리
FR90541,강윤서,현장요원,32530,,,대기,즉시 가용,29.51,4.93,40.0,현장 단말/장비 배터리
PR37509,최민서,방제요원,32530,,,복귀,복귀 중,40.54,6.44,44.0,현장 단말/장비 배터리
FR90125,한도현,현장요원,32530,,,복귀,복귀 중,19.63,2.19,45.0,현장 단말/장비 배터리
PR62802,박도윤,방제요원,32530,,,복귀,복귀 중,25.78,3.3,47.0,현장 단말/장비 배터리
PR85684,황예준,방제요원,32530,,,복귀,복귀 중,31.62,5.15,48.0,현장 단말/장비 배터리
DR18300,권채원,드론요원,32530,,,출동,이동 중,39.78,5.56,54.0,드론 배터리
FR47858,강지아,현장요원,32530,,,대기,즉시 가용,7.01,0.92,57.0,현장 단말/장비 배터리
FR82339,윤하은,현장요원,32530,,,출동,이동 중,8.01,1.25,59.0,현장 단말/장비 배터리
FR25328,윤윤서,현장요원,32530,,,복귀,복귀 중,9.15,1.55,65.0,현장 단말/장비 배터리
PR73518,오민준,방제요원,32530,,,복귀,복귀 중,6.83,1.24,71.0,현장 단말/장비 배터리
PR37082,강예준,방제요원,32530,,,현장,업무 중,40.68,7.34,72.0,현장 단말/장비 배터리
PR52421,장하은,방제요원,32530,,,현장,업무 중,48.95,6.33,73.0,현장 단말/장비 배터리
DR52318,황준우,드론요원,32530,,,출동,이동 중,41.42,5.54,73.0,드론 배터리
DR99463,황현우,드론요원,32530,,,복귀,복귀 중,38.11,3.99,80.0,드론 배터리
FR85340,신예준,현장요원,32530,,,출동,이동 중,19.19,2.28,81.0,현장 단말/장비 배터리
PR63948,최예준,방제요원,32530,,,출동,이동 중,45.94,8.0,83.0,현장 단말/장비 배터리
DR86278,황현우,드론요원,32530,,,대기,즉시 가용,0.12,0.02,93.0,드론 배터리
PR81611,이건우,방제요원,32530,,,출동,이동 중,10.93,1.56,94.0,현장 단말/장비 배터리
PR29168,정민서,방제요원,32530,,,복귀,복귀 중,35.57,6.5,97.0,현장 단말/장비 배터리
DR95139,서현우,드론요원,32540,,,출동,이동 중,13.93,2.73,93.0,드론 배터리
FR95191,한서현,현장요원,32540,,,현장,업무 중,16.76,1.92,44.0,현장 단말/장비 배터리
DR74382,조윤서,드론요원,32540,,,복귀,복귀 중,10.01,1.14,48.0,드론 배터리
FR71487,황예준,현장요원,32540,,,대기,즉시 가용,22.43,2.25,48.0,현장 단말/장비 배터리
PR55193,오도윤,방제요원,32540,,,현장,업무 중,12.06,2.0,50.0,현장 단말/장비 배터리
PR89635,김예준,방제요원,32540,,,대기,즉시 가용,33.9,4.88,47.0,현장 단말/장비 배터리
FR31241,서수아,현장요원,32540,,,현장,업무 중,40.84,7.36,48.0,현장 단말/장비 배터리
DR58760,권채원,드론요원,32540,,,현장,업무 중,22.2,2.39,48.0,드론 배터리
FR31012,임도윤,현장요원,32540,,,복귀,복귀 중,13.64,2.6,49.0,현장 단말/장비 배터리
FR91006,이현우,현장요원,32540,,,출동,이동 중,6.55,0.9,88.0,현장 단말/장비 배터리
PR56176,정서연,방제요원,32540,,,복귀,복귀 중,27.3,4.95,49.0,현장 단말/장비 배터리
PR20345,박수아,방제요원,32540,,,현장,업무 중,21.53,4.3,46.0,현장 단말/장비 배터리
FR12389,신채원,현장요원,32540,,,현장,업무 중,18.13,2.14,49.0,현장 단말/장비 배터리
FR40903,서채원,현장요원,32540,,,대기,즉시 가용,19.31,2.09,28.0,현장 단말/장비 배터리
FR15726,강건우,현장요원,32540,,,복귀,복귀 중,20.54,3.44,30.0,현장 단말/장비 배터리
PR15706,서지아,방제요원,32540,,,대기,즉시 가용,31.78,6.3,32.0,현장 단말/장비 배터리
PR43202,서지아,방제요원,32540,,,현장,업무 중,1.83,0.3,36.0,현장 단말/장비 배터리
FR39693,황지호,현장요원,32540,,,대기,즉시 가용,50.0,5.77,37.0,현장 단말/장비 배터리
PR15741,임지호,방제요원,32540,,,현장,업무 중,39.56,7.46,40.0,현장 단말/장비 배터리
DR21506,강건우,드론요원,32540,,,현장,업무 중,40.53,7.97,40.0,드론 배터리
FR20682,정현우,현장요원,32540,,,현장,업무 중,29.14,3.33,44.0,현장 단말/장비 배터리
PR56077,강건우,방제요원,32540,,,복귀,복귀 중,22.36,3.86,45.0,현장 단말/장비 배터리
PR45811,이현우,방제요원,32540,,,복귀,복귀 중,6.22,0.85,51.0,현장 단말/장비 배터리
FR69130,박민서,현장요원,32540,,,대기,즉시 가용,44.23,8.0,53.0,현장 단말/장비 배터리
PR41147,최윤서,방제요원,32540,,,복귀,복귀 중,15.06,1.58,53.0,현장 단말/장비 배터리
PR20494,한서현,방제요원,32540,,,복귀,복귀 중,16.4,2.12,57.0,현장 단말/장비 배터리
PR27675,황하은,방제요원,32540,,,대기,즉시 가용,3.16,0.56,58.0,현장 단말/장비 배터리
FR98907,조채원,현장요원,32540,,,현장,업무 중,47.36,8.0,59.0,현장 단말/장비 배터리
PR75513,박서현,방제요원,32540,,,출동,이동 중,29.84,3.03,65.0,현장 단말/장비 배터리
PR19835,장서연,방제요원,32540,,,출동,이동 중,33.56,4.72,65.0,현장 단말/장비 배터리
FR58655,이지아,현장요원,32540,,,대기,즉시 가용,27.73,3.06,66.0,현장 단말/장비 배터리
PR34486,서현우,방제요원,32540,,,현장,업무 중,24.81,3.72,66.0,현장 단말/장비 배터리
FR29597,장지호,현장요원,32540,,,복귀,복귀 중,27.44,4.74,67.0,현장 단말/장비 배터리
PR78614,강도윤,방제요원,32540,,,대기,즉시 가용,48.73,5.2,67.0,현장 단말/장비 배터리
FR87993,서예준,현장요원,32540,,,복귀,복귀 중,35.44,3.84,71.0,현장 단말/장비 배터리
PR66261,정윤서,방제요원,32540,,,복귀,복귀 중,0.08,0.01,73.0,현장 단말/장비 배터리
PR57467,윤채원,방제요원,32540,,,출동,이동 중,19.14,3.0,77.0,현장 단말/장비 배터리
FR97833,한예준,현장요원,32540,,,대기,즉시 가용,35.14,6.84,87.0,현장 단말/장비 배터리
DR83619,황도현,드론요원,32540,,,복귀,복귀 중,5.89,1.05,90.0,드론 배터리
FR40671,임건우,현장요원,32540,,,복귀,복귀 중,26.7,3.5,100.0,현장 단말/장비 배터리
DR90599,이수아,드론요원,32550,강원특별자치도,정선군,출동,이동 중,38.3,7.21,92.0,드론 배터리
FR32946,윤서연,현장요원,32550,강원특별자치도,정선군,복귀,복귀 중,20.89,3.84,44.0,현장 단말/장비 배터리
PR55158,이수아,방제요원,32550,강원특별자치도,정선군,대기,즉시 가용,35.02,5.4,46.0,현장 단말/장비 배터리
DR42441,서민서,드론요원,32550,강원특별자치도,정선군,대기,즉시 가용,23.03,2.66,47.0,드론 배터리
PR61897,임민준,방제요원,32550,강원특별자치도,정선군,대기,즉시 가용,12.72,1.28,50.0,현장 단말/장비 배터리
FR72580,강예준,현장요원,32550,강원특별자치도,정선군,복귀,복귀 중,16.18,2.02,33.0,현장 단말/장비 배터리
FR40972,장채원,현장요원,32550,강원특별자치도,정선군,출동,이동 중,3.11,0.35,39.0,현장 단말/장비 배터리
PR25389,서윤서,방제요원,32550,강원특별자치도,정선군,출동,이동 중,31.94,6.2,47.0,현장 단말/장비 배터리
PR68790,오도현,방제요원,32550,강원특별자치도,정선군,대기,즉시 가용,43.48,8.0,48.0,현장 단말/장비 배터리
